subject_id,label,Δz1,Δz2,Δz3,Δz4,Δz5,Δz6,Δz7,Δz8,Δz9,Δz10,Δz11,Δz12,Δz13,Δz14,Δz15
EEG_DS_Struct_0301,2,-0.02553834703916994,-0.06230127974738288,-0.17743928022250996,0.03156838405297708,0.004673431503189675,-0.05441957783052163,-0.0038808925102396382,-0.01400619724975783,0.006053682324453878,0.013003611890327609,0.00559379174011522,-0.00019480250305490003,-0.0002694590416542598,0.0008143624845117791,0.0015762319234698015
EEG_DS_Struct_0301,1,-0.14952772657584779,-0.3643298862580231,-1.0430120475181774,0.20696456432063295,0.029781706775650233,-0.2851901780730092,-0.0270380753039872,-0.07694801109442974,0.055534754676003134,0.07438511276741644,0.03002106388718362,0.00351269870391262,-0.00506280777688284,0.010735392640629199,0.04632385305071786
EEG_DS_Struct_0302,2,-0.018198168339691855,-0.04417618790843443,-0.13721933222097524,0.0790908188508971,0.017062541411955345,0.03982207790630337,0.01649970534472868,0.005074306852842822,-0.01448405107337273,-0.0014864898728588014,-0.0009209564521842612,0.0004551067362119002,-0.0001571038729779278,0.00035874298025566353,0.0021790037376935405
EEG_DS_Struct_0302,1,-0.08020503268610725,-0.19527496445687573,-0.6040187583708101,0.3431900735621125,0.07777210698958126,0.1640206481175573,0.08868100140482807,0.022464204451281354,-0.1042819287947889,-0.009163667994385442,-0.00274739787432126,-0.0021096870300302602,0.004459049834464512,-0.007487891370540916,-0.039007089707343484
EEG_DS_Struct_0303,2,-0.031498754712447466,-0.0768358284525748,-0.21986604885727118,0.044177429863409244,0.007067782081591158,-0.05996221365667973,-0.002459158510632918,-0.015811646761237797,0.004129216295701381,0.014887216165587448,0.006476322935953554,7.507611094657992e-05,-0.00031941549485973997,0.00107201277093364,0.0018454723479869586
EEG_DS_Struct_0303,1,-0.1078406723971791,-0.26317268394233845,-0.7533382569294222,0.15436507011440936,0.026221092040905655,-0.20146285276000148,-0.004811240640976398,-0.05319187901554813,0.011655006014721738,0.05054596382051869,0.02173733400790935,-0.0029735818085640797,0.0017435234646945362,-0.0018636303459989008,-0.018224447796559323
EEG_DS_Struct_1002,2,-0.024359349359274297,-0.05916726721091435,-0.1722010455828958,0.04644950675888493,0.007423648853570884,-0.02760587990396622,-0.005106991732915519,-0.009745820923427396,0.020081598976297667,0.01112135873270777,0.00352843891524014,-0.0003851195384846598,-0.0009919579052106802,0.00204902824300788,0.007764520396399313
EEG_DS_Struct_1002,1,-0.020430621032036064,-0.04643558445328633,-0.1910642538586121,0.29280068952651156,0.05674302809645476,0.34759439505509565,0.00217112644517012,0.051094385699301983,0.15302831853939186,-0.018060213039708728,-0.024132275107766964,-0.00571512953210946,-0.00960698578241954,0.01035400576415114,0.10643332176852542
EEG_DS_Struct_1003,2,0.013006183546460697,0.031441527196268255,0.09830016572094713,-0.05807895194840215,-0.011672294709447483,-0.03173715999562666,-0.00759887885649798,-0.0036610515544474812,-0.002263598328343684,8.48665291634204e-05,0.0012144717982107193,-0.0011705095092561602,0.0006049027286557599,-0.00113693146922228,-0.00763248572467334
EEG_DS_Struct_1003,1,-0.07211296446232549,-0.1756306735146461,-0.5430130630910796,0.30803450481287575,0.07012463369400629,0.1463524162220118,0.08127977407911943,0.0202315137931275,-0.09775923158996937,-0.008484537162517519,-0.0023772323020043004,-0.00206668031482044,0.00450634045996876,-0.007622515582527126,-0.0392505759994288
