t,epsilon,error_raw,error_norm,stim_current,stim_freq
8,0.1,0.6911234938072582,0.17844731877921305,0.8520518886637541,8.52094976367235
9,0.1,0.722491298376242,0.1865464510927306,0.8394286819848769,8.394881663243043
10,0.1,0.7545213000709956,0.19481656196891567,0.8274335594886856,8.275113891683944
11,0.1,0.7870916050843336,0.20322617856208594,0.8160351345697066,8.161331450155203
12,0.1,0.8201015140737323,0.21174930041380352,0.8052035929681644,8.053235092774386
13,0.1,0.8534660213980747,0.22036397916190975,0.7949106132727848,7.950540538088695
14,0.1,0.8871129318965388,0.22905157409603527,0.7851292916463725,7.852977720221486
15,0.1,0.9209807848705162,0.2377962161320363,0.7758340705054436,7.760290077651801
16,0.1,0.9550171240613752,0.2465843611221739,0.767000670900057,7.672233877689096
17,0.1,0.9891768754730546,0.2554043710107085,0.7586060284853846,7.588577574934971
18,0.1,1.0234172003052384,0.2642451848669606,0.7506282342715047,7.509101203398611
19,0.1,1.0577026024001446,0.2730976376224003,0.7285654035931839,7.441960456960766
20,0.1,1.0919961470851969,0.2819521927855755,0.7220839619844743,7.3698092626836775
21,0.1,1.1262515652221456,0.2907969037163604,0.7159238024026522,7.3012628380668945
22,0.1,1.160446391103351,0.2996259697939851,0.7100688949879223,7.236140978868952
23,0.1,1.1945612572570805,0.3084343903587511,0.7045040116125976,7.1742724912995754
24,0.1,1.2285794275557071,0.31721784416108634,0.6992146857325703,7.1154947414351986
25,0.1,1.2625273385966689,0.32598315710109804,0.6941871694814625,7.059653222398959
26,0.1,1.296490932726012,0.33475251939711764,0.6894083908066859,7.006601141078306
27,0.1,1.3304590667888685,0.3435230538989299,0.6848659307215108,6.9561990434795495
28,0.1,1.3644295603042969,0.35229419760877667,0.6805479897136609,6.908314446833797
29,0.1,1.3983946366124718,0.36106394260172503,0.6764433578301596,6.862821492094289
30,0.1,1.4323457161102808,0.36983007363377696,0.6725413855491197,6.819600613100042
31,0.1,1.4662748727427721,0.3785905442063437,0.6688319558575327,6.7785382220309085
32,0.1,1.5001726098925816,0.3873429023033656,0.6653054574089667,6.739526410273673
33,0.1,1.5339261111902673,0.39605801886350744,0.661952765353245,6.7024626705747155
34,0.1,1.5674784431639217,0.4047211937275332,0.6587652169952255,6.667249626955622
35,0.1,1.6008157561358498,0.41332885092403865,0.6557345842374874,6.633794773699863
36,0.1,1.633930716441044,0.42187909690886105,0.6528530509933117,6.602010230982568
37,0.1,1.6668505548325567,0.43037896263220565,0.6501131901607379,6.571812511150531
38,0.1,1.6995984334246854,0.4388344285262681,0.6475079443031098,6.543122299243413
39,0.1,1.732167430246274,0.44724370734578106,0.645030609127587,6.5158642463208745
40,0.1,1.7645492923828008,0.45560466819737794,0.6426748164690419,6.489966771802665
41,0.1,1.7967375354687412,0.46391563682507947,0.6404345169384121,6.465361874505354
42,0.1,1.8287230881256975,0.47217427100905496,0.6383039641660972,6.441984953854692
43,0.1,1.8604614690927967,0.48036908573713244,0.636277702003888,6.419774642208052
44,0.1,1.8919459546327355,0.48849834494780514,0.6343505476899094,6.398672640883865
45,0.1,1.9231699601042789,0.4965603484940169,0.6325175781488576,6.378623566683115
46,0.1,1.95412269313815,0.5045523097980027,0.630774117364056,6.3595748064716
47,0.1,1.9847244310201129,0.5124536445434592,0.629115729904462,6.341476384556628
48,0.1,2.014922224397145,0.5202506812662231,0.6275382067335944,6.324280828653152
49,0.1,2.044709256661362,0.5279416599257067,0.6260375502557899,6.307943041079369
50,0.1,2.0740805505991857,0.5355252954108903,0.6246099641458729,6.292420180428272
51,0.1,2.1030304470009247,0.5430001265201148,0.6232518429462962,6.277671548414576
52,0.1,2.1315526282076265,0.5503645220408525,0.6219597622132211,6.263658482408086
53,0.1,2.159640829526089,0.5576168644362742,0.6207304694193067,6.250344253604428
54,0.1,2.1872949360328557,0.5647571240332712,0.6195608747198407,6.237693969695705
55,0.1,2.214521318839331,0.5717869458457342,0.6184480421353366,6.2256744823624075
56,0.1,2.241308224858495,0.5787032952396439,0.617389183533172,6.2142543017488885
57,0.1,2.2676250035523955,0.5854982582801308,0.6163816529314787,6.203403515236409
58,0.1,2.293512668992108,0.5921824247548105,0.6154229256487207,6.193093694838404
59,0.1,2.3189769980544295,0.5987572862468583,0.6145106003862798,6.183297831116478
60,0.1,2.344028589063555,0.6052255792318145,0.6136423948814089,6.173990264075098
61,0.1,2.3686841418776803,0.6115916155945241,0.6128161397323756,6.165146615466379
62,0.1,2.3929385992332586,0.6178540895551543,0.6120297740387327,6.156743725986035
63,0.1,2.4167868677325095,0.6240116860040531,0.6112813400848214,6.148759594434758
64,0.1,2.4402238341035662,0.6300630847001015,0.610568978257537,6.141173319889976
65,0.1,2.4632443579522856,0.6360069583992388,0.6057782969683857,6.142059247945913
66,0.1,2.4858887632868205,0.6418537187156005,0.6053384969056679,6.134805400334319
67,0.1,2.5082078944459405,0.6476164936010065,0.6049194391381867,6.127912997395405
68,0.1,2.530198353394954,0.6532944056866724,0.604520116819244,6.1213639971636
69,0.1,2.5518503490952695,0.658884926937304,0.6041395738196017,6.115141260146739
70,0.1,2.5731581314744094,0.6643865726905721,0.6037769019730318,6.109228503983812
71,0.1,2.5941183229897042,0.6697984708687091,0.6034312386774563,6.103610260587697
72,0.1,2.6147275359408604,0.6751197467712605,0.603101764651321,6.09827183546605
73,0.1,2.634982335844199,0.6803495136183534,0.6027877017961691,6.093199269070161
74,0.1,2.6548673312128366,0.6854837973451631,0.6024883117891715,6.088379300699463
